,0,1
0,-73.842905,40.828478
1,-73.904913,40.930289
2,-73.884976,40.998743
3,-73.85936,41.049505
4,-73.810632,41.050131
5,-73.740237,41.027901
6,-73.689164,41.031844
7,-73.659447,41.017651
8,-73.671653,40.965281
9,-73.686521,40.944206
10,-73.690424,40.959098
11,-73.710459,40.944847
12,-73.723195,40.931777
13,-73.737685,40.927729
14,-73.743322,40.918321
15,-73.754567,40.914751
16,-73.76318,40.912827
17,-73.767022,40.903912
18,-73.777958,40.892851
19,-73.787124,40.888521
20,-73.826345,40.811196
